iter	Passed	Remaining
1672	10038	49963
1673	10044	49957
1674	10050	49951
1675	10056	49944
1676	10061	49936
1677	10067	49929
1678	10073	49922
1679	10079	49916
1680	10086	49915
1681	10091	49905
1682	10097	49897
1683	10103	49893
1684	10109	49887
1685	10115	49882
1686	10121	49874
1687	10127	49870
1688	10134	49866
1689	10139	49856
1690	10144	49847
1691	10150	49839
1692	10155	49831
1693	10162	49827
1694	10168	49822
1695	10174	49817
1696	10180	49810
1697	10186	49804
1698	10193	49801
1699	10199	49795
1700	10205	49793
1701	10212	49788
1702	10218	49782
1703	10224	49777
1704	10230	49771
1705	10237	49773
1706	10245	49776
1707	10253	49777
1708	10260	49777
1709	10267	49774
1710	10272	49766
1711	10278	49758
1712	10284	49753
1713	10290	49749
1714	10296	49743
1715	10302	49734
1716	10308	49728
1717	10314	49724
1718	10320	49718
1719	10325	49708
1720	10332	49705
1721	10339	49702
1722	10345	49696
1723	10351	49691
1724	10357	49685
1725	10363	49680
1726	10369	49674
1727	10376	49672
1728	10383	49671
1729	10389	49667
1730	10395	49661
1731	10401	49654
1732	10407	49649
1733	10413	49642
1734	10419	49633
1735	10424	49624
1736	10429	49615
1737	10435	49609
1738	10442	49607
1739	10449	49603
1740	10455	49599
1741	10461	49594
1742	10468	49593
1743	10475	49590
1744	10481	49584
1745	10487	49576
1746	10492	49567
1747	10499	49563
1748	10504	49556
1749	10510	49548
1750	10515	49539
1751	10521	49533
1752	10528	49530
1753	10534	49524
1754	10540	49518
1755	10546	49512
1756	10552	49505
1757	10558	49501
1758	10564	49496
1759	10571	49492
1760	10577	49489
1761	10583	49482
1762	10590	49480
1763	10597	49477
1764	10604	49476
1765	10609	49468
1766	10615	49462
1767	10621	49455
1768	10627	49448
1769	10633	49442
1770	10639	49434
1771	10644	49426
1772	10650	49421
1773	10656	49415
1774	10662	49409
1775	10668	49401
1776	10674	49397
1777	10680	49390
1778	10686	49383
1779	10692	49379
1780	10699	49374
1781	10705	49368
1782	10711	49362
1783	10717	49355
1784	10723	49350
1785	10730	49348
1786	10735	49340
1787	10741	49335
1788	10747	49329
1789	10753	49319
1790	10759	49314
1791	10764	49307
1792	10770	49301
1793	10776	49294
1794	10782	49286
1795	10788	49280
1796	10794	49274
1797	10801	49272
1798	10807	49266
1799	10812	49258
1800	10818	49251
1801	10824	49243
1802	10830	49238
1803	10836	49232
1804	10842	49228
1805	10849	49223
1806	10855	49218
1807	10861	49212
1808	10867	49208
1809	10874	49206
1810	10881	49202
1811	10887	49197
1812	10893	49193
1813	10899	49187
1814	10906	49182
1815	10912	49177
1816	10918	49170
1817	10923	49163
1818	10929	49156
1819	10935	49150
1820	10941	49145
1821	10947	49135
1822	10952	49128
1823	10959	49125
1824	10965	49118
1825	10971	49112
1826	10978	49113
1827	10986	49114
1828	10993	49113
1829	11001	49115
1830	11007	49109
1831	11013	49104
1832	11019	49096
1833	11024	49088
1834	11030	49082
1835	11036	49076
1836	11043	49073
1837	11049	49068
1838	11056	49064
1839	11061	49057
1840	11067	49051
1841	11074	49047
1842	11080	49043
1843	11097	49083
1844	11103	49077
1845	11109	49071
1846	11114	49062
1847	11119	49053
1848	11125	49045
1849	11131	49037
1850	11137	49031
1851	11144	49028
1852	11149	49019
1853	11155	49012
1854	11161	49008
1855	11167	49000
1856	11173	48995
1857	11179	48992
1858	11185	48984
1859	11191	48978
1860	11197	48972
1861	11203	48964
1862	11208	48955
1863	11214	48949
1864	11220	48943
1865	11226	48936
1866	11233	48933
1867	11239	48927
1868	11244	48920
1869	11251	48915
1870	11257	48910
1871	11263	48903
1872	11269	48896
1873	11274	48888
1874	11280	48880
1875	11285	48873
1876	11291	48865
1877	11296	48856
1878	11302	48849
1879	11308	48842
1880	11314	48835
1881	11320	48830
1882	11326	48824
1883	11332	48817
1884	11338	48811
1885	11344	48808
1886	11350	48801
1887	11356	48793
1888	11362	48788
1889	11368	48780
1890	11374	48776
1891	11380	48772
1892	11386	48765
1893	11392	48758
1894	11398	48752
1895	11404	48747
1896	11411	48743
1897	11417	48737
1898	11423	48732
1899	11429	48727
1900	11436	48722
1901	11443	48720
1902	11449	48716
1903	11456	48713
1904	11461	48705
1905	11467	48699
1906	11473	48689
1907	11478	48680
1908	11484	48674
1909	11490	48667
1910	11496	48661
1911	11502	48655
1912	11507	48647
1913	11514	48643
1914	11519	48635
1915	11525	48627
1916	11530	48620
1917	11536	48611
1918	11541	48602
1919	11547	48596
1920	11553	48591
1921	11559	48585
1922	11566	48580
1923	11571	48573
1924	11578	48571
1925	11585	48567
1926	11592	48564
1927	11598	48558
1928	11604	48554
1929	11611	48551
1930	11618	48549
1931	11626	48550
1932	11632	48543
1933	11638	48538
1934	11643	48531
1935	11650	48527
1936	11656	48520
1937	11661	48512
1938	11667	48505
1939	11673	48499
1940	11679	48493
1941	11685	48486
1942	11692	48483
1943	11698	48477
1944	11704	48472
1945	11710	48467
1946	11716	48459
1947	11721	48451
1948	11727	48446
1949	11733	48439
1950	11739	48432
1951	11745	48426
1952	11751	48421
1953	11772	48475
1954	11779	48472
1955	11785	48469
1956	11792	48464
1957	11798	48458
1958	11804	48454
1959	11811	48451
1960	11817	48445
1961	11823	48440
1962	11830	48436
1963	11836	48430
1964	11842	48424
1965	11848	48418
1966	11854	48413
1967	11861	48409
1968	11867	48406
1969	11874	48402
1970	11881	48398
1971	11887	48395
1972	11894	48393
1973	11900	48386
1974	11906	48380
1975	11913	48375
1976	11918	48368
1977	11924	48362
1978	11931	48357
1979	11937	48351
1980	11943	48347
1981	11949	48341
1982	11956	48338
1983	11962	48334
1984	11969	48331
1985	11976	48327
1986	11982	48323
1987	11989	48320
1988	11995	48315
1989	12001	48308
1990	12007	48302
1991	12013	48294
1992	12019	48287
1993	12024	48279
1994	12030	48271
1995	12036	48264
1996	12042	48258
1997	12048	48253
1998	12054	48248
1999	12060	48242
2000	12066	48236
2001	12072	48228
2002	12078	48223
2003	12084	48216
2004	12089	48208
2005	12095	48201
2006	12101	48193
2007	12106	48185
2008	12112	48179
2009	12118	48173
2010	12125	48169
2011	12131	48164
2012	12136	48155
2013	12142	48149
2014	12149	48144
2015	12154	48137
2016	12160	48128
2017	12166	48121
2018	12171	48114
2019	12177	48106
2020	12183	48099
2021	12189	48093
2022	12194	48086
2023	12200	48078
2024	12206	48072
2025	12212	48064
2026	12217	48055
2027	12223	48048
2028	12228	48041
2029	12234	48033
2030	12240	48026
2031	12245	48019
2032	12252	48013
2033	12257	48007
2034	12263	48001
2035	12269	47993
2036	12274	47984
2037	12280	47978
2038	12286	47972
2039	12292	47964
2040	12298	47957
2041	12303	47950
2042	12309	47944
2043	12315	47937
2044	12321	47930
2045	12327	47923
2046	12333	47917
2047	12339	47911
2048	12345	47906
2049	12352	47904
2050	12358	47898
2051	12365	47894
2052	12370	47886
2053	12376	47880
2054	12383	47874
2055	12389	47871
2056	12396	47867
2057	12401	47860
2058	12407	47853
2059	12413	47846
2060	12420	47842
2061	12426	47836
2062	12432	47830
2063	12438	47826
2064	12444	47818
2065	12450	47813
2066	12457	47809
2067	12462	47802
2068	12468	47796
2069	12474	47788
2070	12480	47780
2071	12485	47773
2072	12491	47764
2073	12497	47758
2074	12502	47750
2075	12508	47743
2076	12514	47740
2077	12520	47731
2078	12525	47723
2079	12531	47717
2080	12537	47709
2081	12543	47702
2082	12548	47694
2083	12554	47686
2084	12560	47680
2085	12566	47673
2086	12571	47666
2087	12576	47657
2088	12582	47650
2089	12588	47643
2090	12594	47635
2091	12600	47631
2092	12606	47625
2093	12612	47619
2094	12618	47611
2095	12623	47604
2096	12629	47596
2097	12635	47591
2098	12641	47585
2099	12647	47577
2100	12653	47571
2101	12658	47562
2102	12663	47553
2103	12669	47545
2104	12674	47537
2105	12679	47528
2106	12686	47524
2107	12691	47516
2108	12698	47513
2109	12704	47508
2110	12710	47501
2111	12716	47494
2112	12722	47486
2113	12728	47481
2114	12734	47474
2115	12740	47469
2116	12746	47462
2117	12752	47456
2118	12758	47450
2119	12763	47442
2120	12769	47435
2121	12775	47428
2122	12781	47422
2123	12787	47417
2124	12793	47409
2125	12798	47401
2126	12804	47393
2127	12809	47385
2128	12815	47378
2129	12820	47371
2130	12826	47364
2131	12832	47357
2132	12838	47349
2133	12843	47342
2134	12849	47336
2135	12855	47330
2136	12862	47325
2137	12867	47318
2138	12874	47313
2139	12880	47309
2140	12886	47303
2141	12892	47295
2142	12897	47288
2143	12903	47282
2144	12909	47275
2145	12915	47268
2146	12921	47262
2147	12927	47254
2148	12932	47246
2149	12938	47239
2150	12943	47231
2151	12949	47223
2152	12955	47219
2153	12961	47211
2154	12967	47205
2155	12972	47198
2156	12978	47192
2157	12985	47187
2158	12991	47183
2159	12997	47176
2160	13003	47170
2161	13009	47165
2162	13016	47159
2163	13021	47152
2164	13027	47144
2165	13033	47139
2166	13039	47134
2167	13045	47128
2168	13052	47123
2169	13058	47117
2170	13064	47113
2171	13071	47110
2172	13077	47104
2173	13084	47102
2174	13090	47097
2175	13097	47093
2176	13103	47087
2177	13109	47079
2178	13114	47071
2179	13120	47064
2180	13125	47056
2181	13131	47049
2182	13136	47041
2183	13143	47036
2184	13148	47028
2185	13154	47021
2186	13160	47015
2187	13166	47008
2188	13171	47001
2189	13177	46993
2190	13183	46986
2191	13189	46980
2192	13194	46973
2193	13200	46964
2194	13205	46957
2195	13212	46953
2196	13218	46947
2197	13224	46940
2198	13230	46934
2199	13236	46928
2200	13241	46919
2201	13247	46912
2202	13252	46903
2203	13257	46896
2204	13263	46889
2205	13269	46881
2206	13274	46872
2207	13296	46923
2208	13301	46915
2209	13308	46911
2210	13314	46904
2211	13320	46897
2212	13326	46892
2213	13331	46882
2214	13336	46874
2215	13342	46868
2216	13349	46863
2217	13354	46856
2218	13360	46850
2219	13366	46843
2220	13372	46837
2221	13378	46831
2222	13383	46822
2223	13390	46817
2224	13397	46814
2225	13403	46810
2226	13410	46808
2227	13417	46804
2228	13424	46802
2229	13431	46798
2230	13437	46794
2231	13445	46794
2232	13453	46793
2233	13459	46789
2234	13466	46785
2235	13473	46782
2236	13480	46780
2237	13487	46776
2238	13494	46774
2239	13500	46769
2240	13506	46764
2241	13514	46763
2242	13520	46756
2243	13525	46748
2244	13531	46741
2245	13537	46737
2246	13543	46731
2247	13549	46724
2248	13557	46723
2249	13564	46722
2250	13571	46719
2251	13577	46714
2252	13584	46709
2253	13590	46704
2254	13596	46698
2255	13601	46690
2256	13607	46683
2257	13613	46676
2258	13619	46669
2259	13624	46661
2260	13630	46653
2261	13636	46648
2262	13641	46640
2263	13647	46631
2264	13652	46624
2265	13658	46616
2266	13664	46609
2267	13669	46601
2268	13675	46594
2269	13681	46588
2270	13686	46581
2271	13692	46573
2272	13697	46564
2273	13703	46558
2274	13709	46550
2275	13715	46545
2276	13721	46538
2277	13726	46531
2278	13732	46525
2279	13738	46518
2280	13744	46513
2281	13751	46508
2282	13758	46505
2283	13764	46501
2284	13770	46495
2285	13777	46492
2286	13784	46487
2287	13790	46481
2288	13796	46475
2289	13802	46471
2290	13809	46466
2291	13814	46458
2292	13820	46452
2293	13826	46445
2294	13832	46439
2295	13838	46434
2296	13844	46426
2297	13850	46420
2298	13856	46413
2299	13862	46407
2300	13867	46401
2301	13873	46393
2302	13879	46387
2303	13885	46382
2304	13891	46376
2305	13897	46369
2306	13902	46360
2307	13908	46352
2308	13914	46346
2309	13919	46339
2310	13926	46334
2311	13933	46330
2312	13938	46322
2313	13944	46315
2314	13949	46307
2315	13955	46301
2316	13961	46295
2317	13967	46288
2318	13972	46280
2319	13978	46274
2320	13984	46267
2321	13989	46258
2322	13995	46251
2323	14002	46247
2324	14008	46243
2325	14014	46236
2326	14020	46231
2327	14027	46226
2328	14033	46221
2329	14039	46215
2330	14045	46210
2331	14051	46204
2332	14058	46200
2333	14064	46195
2334	14071	46191
2335	14077	46187
2336	14084	46183
2337	14091	46179
2338	14097	46174
2339	14104	46170
2340	14110	46165
2341	14117	46161
2342	14123	46157
2343	14130	46151
2344	14136	46145
2345	14142	46140
2346	14147	46132
2347	14153	46127
2348	14160	46122
2349	14167	46119
2350	14174	46117
2351	14181	46115
2352	14188	46110
2353	14194	46104
2354	14200	46099
2355	14207	46094
2356	14213	46088
2357	14218	46081
2358	14225	46076
2359	14230	46067
2360	14236	46062
2361	14242	46055
2362	14248	46049
2363	14254	46043
2364	14259	46035
2365	14265	46028
2366	14271	46021
2367	14277	46015
2368	14283	46009
2369	14288	46000
2370	14294	45994
2371	14300	45989
2372	14306	45982
2373	14312	45975
2374	14318	45968
2375	14323	45961
2376	14329	45954
2377	14335	45949
2378	14341	45943
2379	14348	45938
2380	14354	45932
2381	14360	45926
2382	14366	45920
2383	14372	45913
2384	14378	45907
2385	14383	45900
2386	14389	45893
2387	14396	45890
2388	14402	45883
2389	14408	45878
2390	14415	45873
2391	14421	45868
2392	14427	45861
2393	14432	45855
2394	14439	45850
2395	14445	45844
2396	14451	45837
2397	14457	45830
2398	14463	45826
2399	14469	45820
2400	14475	45814
2401	14482	45810
2402	14490	45810
2403	14497	45809
2404	14506	45810
2405	14513	45807
2406	14520	45805
2407	14526	45800
2408	14532	45793
2409	14539	45789
2410	14545	45785
2411	14552	45780
2412	14558	45773
2413	14564	45768
2414	14570	45762
2415	14577	45758
2416	14582	45750
2417	14588	45744
2418	14594	45739
2419	14600	45731
2420	14606	45727
2421	14613	45722
2422	14619	45716
2423	14625	45710
2424	14631	45703
2425	14637	45699
2426	14644	45694
2427	14650	45689
2428	14657	45685
2429	14663	45681
2430	14670	45677
2431	14676	45671
2432	14682	45664
2433	14688	45658
2434	14694	45651
2435	14700	45646
2436	14707	45642
2437	14713	45636
2438	14719	45630
2439	14725	45623
2440	14731	45617
2441	14737	45611
2442	14743	45606
2443	14749	45599
2444	14755	45594
2445	14762	45589
2446	14767	45582
2447	14775	45580
2448	14781	45574
2449	14787	45570
2450	14794	45565
2451	14800	45561
2452	14807	45556
2453	14813	45552
2454	14820	45548
2455	14827	45544
2456	14833	45539
2457	14840	45535
2458	14846	45530
2459	14853	45525
2460	14859	45521
2461	14866	45517
2462	14872	45512
2463	14879	45509
2464	14886	45505
2465	14893	45501
2466	14899	45496
2467	14906	45494
2468	14913	45489
2469	14920	45486
2470	14927	45482
2471	14932	45475
2472	14940	45472
2473	14946	45466
2474	14952	45461
2475	14958	45455
2476	14964	45449
2477	14971	45445
2478	14976	45438
2479	14983	45433
2480	14989	45427
2481	14995	45420
2482	15001	45414
2483	15006	45406
2484	15012	45401
2485	15019	45397
2486	15025	45392
2487	15032	45387
2488	15038	45381
2489	15044	45375
2490	15050	45369
2491	15056	45362
2492	15062	45355
2493	15068	45350
2494	15074	45345
2495	15081	45340
2496	15086	45332
2497	15092	45326
2498	15098	45320
2499	15104	45313
2500	15110	45307
2501	15116	45301
2502	15122	45295
2503	15128	45289
2504	15135	45285
2505	15141	45280
2506	15148	45275
2507	15154	45269
2508	15160	45262
2509	15166	45256
2510	15172	45252
2511	15178	45246
2512	15185	45242
2513	15191	45234
2514	15197	45229
2515	15204	45226
2516	15211	45222
2517	15217	45218
2518	15224	45214
2519	15230	45207
2520	15237	45203
2521	15243	45198
2522	15249	45193
2523	15256	45188
2524	15263	45185
2525	15269	45180
2526	15276	45175
2527	15283	45172
2528	15290	45169
2529	15298	45169
2530	15306	45170
2531	15314	45170
2532	15321	45164
2533	15328	45161
2534	15334	45157
2535	15341	45151
2536	15346	45144
2537	15352	45139
2538	15358	45133
2539	15365	45127
2540	15371	45121
2541	15377	45117
2542	15384	45112
2543	15390	45106
2544	15396	45099
2545	15401	45092
2546	15408	45086
2547	15414	45080
2548	15420	45075
2549	15426	45069
2550	15432	45063
2551	15438	45056
2552	15444	45049
2553	15450	45044
2554	15455	45036
2555	15461	45030
2556	15467	45023
2557	15473	45015
2558	15478	45009
2559	15484	45001
2560	15489	44993
2561	15495	44986
2562	15500	44978
2563	15506	44972
2564	15512	44966
2565	15518	44958
2566	15524	44952
2567	15530	44947
2568	15537	44942
2569	15543	44935
2570	15549	44930
2571	15555	44924
2572	15561	44917
2573	15566	44910
2574	15573	44904
2575	15578	44897
2576	15584	44891
2577	15591	44886
2578	15597	44881
2579	15603	44874
2580	15608	44866
2581	15614	44858
2582	15620	44852
2583	15626	44846
2584	15632	44841
2585	15638	44834
2586	15644	44828
2587	15650	44822
2588	15656	44815
2589	15661	44807
2590	15667	44800
2591	15673	44795
2592	15680	44791
2593	15686	44785
2594	15692	44778
2595	15698	44772
2596	15704	44767
2597	15710	44761
2598	15716	44753
2599	15722	44748
2600	15728	44741
2601	15733	44734
2602	15740	44730
2603	15746	44722
2604	15751	44714
2605	15756	44706
2606	15762	44700
2607	15768	44693
2608	15774	44687
2609	15780	44681
2610	15786	44674
2611	15792	44667
2612	15797	44660
2613	15804	44655
2614	15809	44647
2615	15814	44639
2616	15821	44634
2617	15826	44627
2618	15832	44620
2619	15838	44614
2620	15844	44608
2621	15850	44600
2622	15855	44593
2623	15862	44588
2624	15868	44583
2625	15874	44577
2626	15880	44569
2627	15886	44563
2628	15892	44557
2629	15898	44552
2630	15905	44549
2631	15912	44545
2632	15919	44541
2633	15925	44535
2634	15931	44529
2635	15937	44524
2636	15944	44521
2637	15950	44514
2638	15957	44509
2639	15963	44503
2640	15969	44497
2641	15975	44490
2642	15982	44487
2643	15988	44481
2644	15993	44474
2645	16000	44469
2646	16006	44463
2647	16012	44457
2648	16018	44451
2649	16024	44445
2650	16030	44439
2651	16036	44433
2652	16042	44427
2653	16048	44420
2654	16054	44414
2655	16060	44409
2656	16066	44402
2657	16073	44397
2658	16079	44392
2659	16085	44385
2660	16091	44379
2661	16096	44372
2662	16103	44367
2663	16109	44361
2664	16115	44354
2665	16121	44347
2666	16126	44341
2667	16133	44335
2668	16138	44328
2669	16145	44324
2670	16152	44320
2671	16158	44314
2672	16164	44309
2673	16170	44303
2674	16192	44341
2675	16199	44337
2676	16208	44339
2677	16216	44337
2678	16224	44336
2679	16231	44332
2680	16238	44329
2681	16243	44322
2682	16249	44314
2683	16255	44308
2684	16261	44302
2685	16267	44295
2686	16273	44291
2687	16280	44286
2688	16285	44279
2689	16292	44273
2690	16298	44267
2691	16305	44263
2692	16311	44258
2693	16317	44252
2694	16323	44247
2695	16330	44243
2696	16336	44237
2697	16343	44232
2698	16349	44227
2699	16356	44223
2700	16363	44219
2701	16370	44215
2702	16377	44211
2703	16383	44206
2704	16390	44201
2705	16396	44196
2706	16402	44191
2707	16408	44183
2708	16413	44176
2709	16419	44170
2710	16425	44162
2711	16431	44156
2712	16437	44150
2713	16443	44144
2714	16449	44138
2715	16455	44133
2716	16462	44127
2717	16469	44123
2718	16475	44117
2719	16480	44110
2720	16486	44104
2721	16492	44098
2722	16498	44091
2723	16504	44084
2724	16510	44078
2725	16515	44070
2726	16522	44064
2727	16527	44058
2728	16533	44052
2729	16539	44045
2730	16545	44037
2731	16550	44030
2732	16556	44022
2733	16561	44015
2734	16567	44009
2735	16573	44003
2736	16579	43997
2737	16585	43990
2738	16591	43983
2739	16597	43976
2740	16603	43969
2741	16608	43963
2742	16615	43957
2743	16621	43952
2744	16627	43945
2745	16633	43938
2746	16639	43932
2747	16645	43927
2748	16651	43921
2749	16657	43916
2750	16664	43910
2751	16670	43905
2752	16676	43900
2753	16683	43895
2754	16690	43891
2755	16696	43886
2756	16702	43880
2757	16708	43873
2758	16714	43867
2759	16721	43862
2760	16727	43856
2761	16733	43850
2762	16738	43842
2763	16744	43836
2764	16750	43829
2765	16756	43822
2766	16762	43817
2767	16768	43811
2768	16774	43805
2769	16781	43800
2770	16786	43793
2771	16792	43786
2772	16798	43780
2773	16804	43774
2774	16810	43767
2775	16816	43760
2776	16822	43754
2777	16828	43748
2778	16834	43742
2779	16840	43736
2780	16846	43730
2781	16851	43722
2782	16857	43715
2783	16863	43708
2784	16868	43700
2785	16874	43693
2786	16879	43685
2787	16885	43678
2788	16890	43670
2789	16896	43663
2790	16902	43658
2791	16908	43652
2792	16914	43645
2793	16919	43638
2794	16925	43630
2795	16931	43623
2796	16936	43616
2797	16942	43609
2798	16948	43603
2799	16954	43596
2800	16959	43589
2801	16966	43584
2802	16971	43577
2803	16977	43570
2804	16983	43564
2805	16988	43555
2806	16994	43548
2807	17000	43542
2808	17006	43537
2809	17012	43531
2810	17018	43524
2811	17025	43521
2812	17032	43515
2813	17038	43510
2814	17044	43504
2815	17050	43499
2816	17057	43493
2817	17063	43487
2818	17068	43479
2819	17074	43473
2820	17080	43466
2821	17086	43459
2822	17092	43454
2823	17098	43448
2824	17103	43440
2825	17109	43433
2826	17115	43428
2827	17121	43421
2828	17127	43414
2829	17133	43408
2830	17139	43402
2831	17145	43396
2832	17151	43389
2833	17156	43382
2834	17162	43376
2835	17169	43371
2836	17175	43366
2837	17181	43360
2838	17187	43353
2839	17193	43347
2840	17199	43340
2841	17204	43332
2842	17210	43326
2843	17216	43319
2844	17222	43313
2845	17228	43307
2846	17234	43300
2847	17240	43294
2848	17246	43288
2849	17252	43281
2850	17257	43275
2851	17263	43267
2852	17268	43259
2853	17274	43252
2854	17279	43244
2855	17286	43239
2856	17293	43235
2857	17298	43228
2858	17304	43222
2859	17310	43216
2860	17316	43209
2861	17322	43202
2862	17327	43195
2863	17334	43190
2864	17340	43185
2865	17346	43178
2866	17352	43172
2867	17359	43167
2868	17366	43164
2869	17372	43158
2870	17378	43152
2871	17384	43147
2872	17390	43141
2873	17397	43136
2874	17403	43129
2875	17408	43122
2876	17414	43116
2877	17421	43111
2878	17427	43106
2879	17433	43100
2880	17440	43094
2881	17446	43089
2882	17453	43084
2883	17459	43080
2884	17465	43072
2885	17471	43066
2886	17476	43058
2887	17481	43051
2888	17487	43043
2889	17492	43035
2890	17498	43027
2891	17503	43021
2892	17509	43015
2893	17515	43009
2894	17521	43002
2895	17526	42994
2896	17532	42987
2897	17538	42981
2898	17544	42973
2899	17549	42966
2900	17555	42958
2901	17560	42951
2902	17566	42945
2903	17572	42939
2904	17579	42933
2905	17584	42926
2906	17590	42919
2907	17595	42912
2908	17601	42905
2909	17607	42898
2910	17612	42891
2911	17618	42884
2912	17623	42877
2913	17630	42871
2914	17635	42864
2915	17641	42858
2916	17648	42852
2917	17654	42848
2918	17661	42844
2919	17669	42841
2920	17677	42842
2921	17686	42842
2922	17694	42840
2923	17702	42838
2924	17710	42837
2925	17716	42832
2926	17723	42827
2927	17729	42822
2928	17735	42816
2929	17743	42814
2930	17749	42808
2931	17755	42802
2932	17761	42794
2933	17766	42788
2934	17772	42780
2935	17777	42773
2936	17783	42766
2937	17789	42759
2938	17795	42753
2939	17802	42749
2940	17807	42742
2941	17815	42739
2942	17821	42733
2943	17827	42727
2944	17833	42721
2945	17839	42715
2946	17845	42708
2947	17851	42703
2948	17857	42697
2949	17863	42690
2950	17868	42683
2951	17875	42678
2952	17881	42671
2953	17887	42665
2954	17893	42659
2955	17898	42652
2956	17904	42644
2957	17909	42637
2958	17915	42630
2959	17921	42623
2960	17926	42616
2961	17932	42609
2962	17938	42603
2963	17944	42596
2964	17949	42589
2965	17955	42582
2966	17961	42576
2967	17967	42570
2968	17974	42565
2969	17980	42560
2970	17986	42553
2971	17992	42548
2972	17999	42544
2973	18006	42539
2974	18012	42533
2975	18018	42526
2976	18024	42521
2977	18030	42515
2978	18036	42509
2979	18042	42503
2980	18048	42497
2981	18054	42490
2982	18061	42485
2983	18066	42478
2984	18073	42473
2985	18079	42467
2986	18085	42461
2987	18091	42454
2988	18097	42449
2989	18103	42444
2990	18110	42438
2991	18116	42432
2992	18122	42426
2993	18128	42420
2994	18134	42414
2995	18140	42407
2996	18146	42402
2997	18153	42398
2998	18159	42392
2999	18165	42385
3000	18171	42379
3001	18177	42374
3002	18183	42368
3003	18189	42361
3004	18195	42355
3005	18201	42348
3006	18206	42340
3007	18212	42335
3008	18218	42327
3009	18224	42321
3010	18230	42314
3011	18235	42308
3012	18241	42301
3013	18247	42294
3014	18253	42288
3015	18258	42280
3016	18264	42275
3017	18270	42268
3018	18276	42261
3019	18283	42257
3020	18289	42251
3021	18295	42245
3022	18302	42240
3023	18308	42234
3024	18314	42229
3025	18321	42225
3026	18327	42219
3027	18333	42213
3028	18339	42207
3029	18346	42202
3030	18352	42197
3031	18359	42192
3032	18366	42188
3033	18372	42183
3034	18378	42177
3035	18384	42170
3036	18390	42163
3037	18395	42156
3038	18401	42149
3039	18407	42143
3040	18413	42136
3041	18419	42130
3042	18425	42124
3043	18431	42118
3044	18437	42112
3045	18443	42106
3046	18449	42100
3047	18456	42095
3048	18462	42089
3049	18467	42082
3050	18474	42078
3051	18480	42072
3052	18487	42068
3053	18495	42066
3054	18504	42067
3055	18512	42064
3056	18519	42061
3057	18525	42056
3058	18531	42049
3059	18537	42043
3060	18543	42036
3061	18550	42032
3062	18556	42026
3063	18562	42020
3064	18568	42013
3065	18574	42008
3066	18580	42001
3067	18585	41994
3068	18591	41987
3069	18598	41982
3070	18604	41976
3071	18610	41971
3072	18617	41965
3073	18622	41958
3074	18628	41952
3075	18635	41947
3076	18641	41941
3077	18646	41933
3078	18651	41925
3079	18656	41917
3080	18662	41910
3081	18668	41903
3082	18674	41897
3083	18680	41891
3084	18686	41884
3085	18692	41878
3086	18697	41871
3087	18703	41865
3088	18709	41859
3089	18715	41852
3090	18721	41846
3091	18727	41839
3092	18733	41833
3093	18739	41827
3094	18745	41820
3095	18750	41813
3096	18756	41807
3097	18762	41800
3098	18767	41793
3099	18773	41786
3100	18779	41780
3101	18785	41773
3102	18791	41767
3103	18797	41760
3104	18803	41754
3105	18809	41748
3106	18816	41744
3107	18822	41738
3108	18828	41732
3109	18834	41726
3110	18840	41720
3111	18846	41715
3112	18853	41710
3113	18860	41706
3114	18866	41700
3115	18872	41694
3116	18879	41690
3117	18885	41684
3118	18892	41678
3119	18898	41672
3120	18904	41667
3121	18911	41662
3122	18917	41656
3123	18923	41650
3124	18929	41644
3125	18943	41656
3126	18949	41649
3127	18954	41642
3128	18960	41636
3129	18966	41630
3130	18973	41624
3131	18979	41618
3132	18984	41611
3133	18990	41604
3134	18996	41598
3135	19002	41591
3136	19008	41586
3137	19014	41580
3138	19021	41575
3139	19027	41569
3140	19033	41562
3141	19039	41556
3142	19044	41549
3143	19050	41542
3144	19055	41535
3145	19061	41528
3146	19068	41523
3147	19074	41517
3148	19080	41511
3149	19086	41504
3150	19092	41499
3151	19099	41494
3152	19106	41491
3153	19113	41486
3154	19121	41484
3155	19127	41479
3156	19134	41475
3157	19139	41467
3158	19145	41461
3159	19152	41455
3160	19158	41451
3161	19165	41446
3162	19172	41442
3163	19179	41437
3164	19185	41433
3165	19192	41428
3166	19198	41422
3167	19206	41419
3168	19212	41413
3169	19218	41407
3170	19224	41401
3171	19230	41395
3172	19237	41391
3173	19243	41384
3174	19249	41378
3175	19255	41373
3176	19262	41367
3177	19269	41363
3178	19275	41358
3179	19281	41352
3180	19287	41346
3181	19293	41339
3182	19298	41331
3183	19304	41325
3184	19310	41319
3185	19316	41312
3186	19322	41306
3187	19328	41300
3188	19335	41296
3189	19341	41289
3190	19347	41284
3191	19354	41279
3192	19360	41274
3193	19366	41268
3194	19372	41262
3195	19378	41254
3196	19384	41248
3197	19389	41240
3198	19395	41234
3199	19401	41228
3200	19407	41222
3201	19413	41215
3202	19419	41209
3203	19425	41204
3204	19432	41198
3205	19437	41191
3206	19446	41190
3207	19454	41188
3208	19460	41183
3209	19467	41178
3210	19474	41174
3211	19480	41169
3212	19486	41162
3213	19492	41156
3214	19498	41150
3215	19504	41144
3216	19510	41138
3217	19517	41132
3218	19523	41126
3219	19528	41119
3220	19535	41114
3221	19541	41107
3222	19547	41101
3223	19554	41097
3224	19560	41093
3225	19567	41088
