iter	RMSE
1683	245709.3376
1684	245662.2406
1685	245626.2764
1686	245580.8729
1687	245502.7268
1688	245453.8545
1689	245427.2135
1690	245392.6809
1691	245359.1754
1692	245300.2918
1693	245240.2886
1694	245171.1506
1695	245122.4497
1696	245084.228
1697	245038.6919
1698	245002.0134
1699	244967.2767
1700	244921.1699
1701	244880.8156
1702	244835.006
1703	244797.0142
1704	244752.8883
1705	244752.2322
1706	244706.6161
1707	244636.952
1708	244581.2469
1709	244521.9574
1710	244479.4185
1711	244426.1518
1712	244364.7029
1713	244311.9733
1714	244268.6261
1715	244239.7594
1716	244184.3062
1717	244117.7479
1718	244074.8112
1719	244074.1215
1720	244024.1924
1721	243979.816
1722	243920.0601
1723	243840.1692
1724	243808.0901
1725	243752.2786
1726	243687.9449
1727	243626.8357
1728	243576.3843
1729	243520.8416
1730	243471.2504
1731	243385.3471
1732	243327.3225
1733	243288.568
1734	243243.8533
1735	243186.3463
1736	243167.2752
1737	243132.5505
1738	243056.5105
1739	243006.6703
1740	242935.0006
1741	242889.2456
1742	242855.4606
1743	242820.6143
1744	242784.0746
1745	242751.0422
1746	242717.4404
1747	242650.5586
1748	242571.1026
1749	242525.9886
1750	242484.9593
1751	242436.6688
1752	242389.3561
1753	242388.1394
1754	242321.8278
1755	242284.6371
1756	242277.1285
1757	242237.1535
1758	242170.6916
1759	242117.6342
1760	242075.4544
1761	242033.3844
1762	241968.0199
1763	241911.231
1764	241867.6558
1765	241829.8492
1766	241786.4174
1767	241738.3116
1768	241683.8795
1769	241638.8691
1770	241614.0283
1771	241574.6191
1772	241533.9457
1773	241476.0877
1774	241424.0632
1775	241390.9511
1776	241344.0454
1777	241315.1205
1778	241266.3083
1779	241236.259
1780	241202.9155
1781	241152.8307
1782	241109.0663
1783	241033.3742
1784	240965.4282
1785	240913.0698
1786	240862.8438
1787	240811.2547
1788	240783.8724
1789	240740.1376
1790	240685.8777
1791	240639.3617
1792	240610.2293
1793	240563.5993
1794	240562.7824
1795	240507.2731
1796	240446.1629
1797	240400.5926
1798	240365.1822
1799	240319.3148
1800	240293.4402
1801	240264.8318
1802	240231.3815
1803	240162.6428
1804	240092.0323
1805	240068.4668
1806	240019.8324
1807	239972.1303
1808	239901.6181
1809	239848.9345
1810	239800.021
1811	239756.2673
1812	239711.8849
1813	239667.6902
1814	239623.8946
1815	239580.9129
1816	239536.595
1817	239492.6674
1818	239445.0884
1819	239392.5548
1820	239353.4821
1821	239352.7849
1822	239329.4865
1823	239269.1554
1824	239238.2606
1825	239208.4474
1826	239166.951
1827	239134.0264
1828	239074.0599
1829	239024.7583
1830	238950.7429
1831	238904.5909
1832	238870.9732
1833	238839.4496
1834	238797.2056
1835	238752.8416
1836	238694.351
1837	238641.8608
1838	238610.8003
1839	238571.9016
1840	238511.9817
1841	238468.2829
1842	238423.401
1843	238384.6702
1844	238324.7258
1845	238298.7085
1846	238268.9769
1847	238218.4501
1848	238190.352
1849	238160.8705
1850	238125.7441
1851	238055.9274
1852	238011.3732
1853	237968.3994
1854	237932.0646
1855	237894.8069
1856	237849.3516
1857	237785.0372
1858	237733.8267
1859	237654.0497
1860	237609.2677
1861	237577.418
1862	237543.9107
1863	237503.3991
1864	237468.7295
1865	237430.155
1866	237393.2173
1867	237352.3956
1868	237341.8899
1869	237288.4477
1870	237241.3529
1871	237213.4866
1872	237180.1481
1873	237147.8804
1874	237116.2662
1875	237072.0346
1876	237025.4712
1877	236999.4765
1878	236969.7431
1879	236922.6645
1880	236885.6141
1881	236843.9693
1882	236785.3482
1883	236735.6817
1884	236677.1044
1885	236634.2869
1886	236595.8951
1887	236552.0435
1888	236505.5057
1889	236474.3548
1890	236424.1984
1891	236366.0859
1892	236308.043
1893	236279.2369
1894	236238.9057
1895	236169.901
1896	236141.2848
1897	236109.5707
1898	236079.0424
1899	236026.9254
1900	235975.0547
1901	235924.8862
1902	235889.7677
1903	235853.8216
1904	235838.8141
1905	235808.695
1906	235780.8958
1907	235742.9727
1908	235696.1635
1909	235653.1147
1910	235616.9139
1911	235567.3258
1912	235529.6684
1913	235451.821
1914	235401.4875
1915	235353.0049
1916	235315.5052
1917	235268.0302
1918	235211.4546
1919	235156.7758
1920	235118.1866
1921	235078.1609
1922	235021.949
1923	234989.0984
1924	234949.5601
1925	234913.0974
1926	234860.2214
1927	234817.2094
1928	234766.1282
1929	234734.252
1930	234703.5388
1931	234651.4128
1932	234622.6588
1933	234574.2923
1934	234537.3127
1935	234501.1023
1936	234453.0723
1937	234402.4358
1938	234355.5849
1939	234295.5482
1940	234252.0881
1941	234211.4696
1942	234138.5448
1943	234087.7373
1944	234043.5837
1945	233996.0221
1946	233979.2456
1947	233948.4876
1948	233901.5795
1949	233866.737
1950	233850.2502
1951	233796.1437
1952	233759.1427
1953	233715.671
1954	233687.9273
1955	233644.2565
1956	233601.7296
1957	233559.6002
1958	233526.4221
1959	233470.4982
1960	233439.8147
1961	233408.7539
1962	233365.0061
1963	233328.8727
1964	233288.6244
1965	233259.5914
1966	233208.2641
1967	233156.8373
1968	233124.5326
1969	233069.8205
1970	233007.5705
1971	232963.6484
1972	232924.4696
1973	232873.4489
1974	232829.2176
1975	232774.249
1976	232734.5231
1977	232683.6696
1978	232654.3828
1979	232608.4711
1980	232542.9432
1981	232516.388
1982	232483.3901
1983	232448.7245
1984	232419.3872
1985	232359.5048
1986	232322.1076
1987	232303.0152
1988	232247.876
1989	232218.4791
1990	232186.5836
1991	232143.3627
1992	232118.7742
1993	232092.6726
1994	232046.9104
1995	232002.0116
1996	231940.5248
1997	231890.3575
1998	231833.397
1999	231799.4256
2000	231759.7062
2001	231720.8726
2002	231696.4696
2003	231655.3473
2004	231617.0391
2005	231585.1157
2006	231552.9948
2007	231512.6362
2008	231458.9882
2009	231397.3786
2010	231343.7136
2011	231301.5445
2012	231264.8744
2013	231224.4306
2014	231164.4807
2015	231106.2945
2016	231088.243
2017	231039.5271
2018	230985.6431
2019	230968.1729
2020	230928.9689
2021	230894.7802
2022	230849.4321
2023	230818.9858
2024	230756.6457
2025	230711.3931
2026	230683.7258
2027	230644.2482
2028	230574.4002
2029	230550.4398
2030	230509.9365
2031	230471.1369
2032	230445.3565
2033	230414.838
2034	230360.8887
2035	230319.9129
2036	230295.0296
2037	230253.7068
2038	230202.3866
2039	230159.3253
2040	230108.1355
2041	230058.1287
2042	230019.3508
2043	229977.5396
2044	229931.5867
2045	229908.3796
2046	229866.4805
2047	229834.945
2048	229782.8593
2049	229753.9261
2050	229723.1936
2051	229684.6556
2052	229638.635
2053	229606.225
2054	229548.3355
2055	229509.2867
2056	229467.9084
2057	229432.4269
2058	229401.6589
2059	229349.776
2060	229315.1138
2061	229263.3236
2062	229243.9301
2063	229208.6878
2064	229188.5695
2065	229143.0365
2066	229109.2612
2067	229057.8635
2068	229038.9621
2069	228991.7352
2070	228949.2632
2071	228915.7778
2072	228889.0842
2073	228862.0199
2074	228832.4356
2075	228794.3948
2076	228738.8163
2077	228698.0526
2078	228683.8611
2079	228638.9178
2080	228627.2676
2081	228589.1955
2082	228524.331
2083	228478.6118
2084	228445.0057
2085	228401.325
2086	228369.1039
2087	228348.8853
2088	228302.1592
2089	228253.7964
2090	228221.6322
2091	228163.7525
2092	228125.2229
2093	228080.5712
2094	228056.2638
2095	228017.2549
2096	227989.8429
2097	227957.9332
2098	227915.07
2099	227872.4536
2100	227806.5531
2101	227770.9951
2102	227744.1104
2103	227704.715
2104	227678.2844
2105	227650.575
2106	227603.2433
2107	227598.2506
2108	227564.6115
2109	227526.0009
2110	227524.1745
2111	227485.678
2112	227438.322
2113	227400.0304
2114	227377.6751
2115	227335.6471
2116	227314.5091
2117	227265.976
2118	227240.1336
2119	227199.1354
2120	227157.3574
2121	227130.3081
2122	227097.97
2123	227057.6846
2124	227024.6473
2125	226994.7258
2126	226962.4098
2127	226917.7143
2128	226882.3695
2129	226839.3059
2130	226788.1315
2131	226751.3836
2132	226730.9082
2133	226706.5373
2134	226669.1424
2135	226601.8925
2136	226564.0476
2137	226535.5889
2138	226507.6862
2139	226433.564
2140	226392.4564
2141	226364.299
2142	226328.8202
2143	226283.3821
2144	226258.0036
2145	226223.5029
2146	226190.9712
2147	226167.5211
2148	226125.6262
2149	226097.0369
2150	226062.6656
2151	226031.1762
2152	225975.2455
2153	225933.6281
2154	225869.4875
2155	225814.0303
2156	225783.7475
2157	225729.0571
2158	225680.2056
2159	225619.9631
2160	225583.5057
2161	225547.441
2162	225506.9799
2163	225455.8922
2164	225422.4555
2165	225370.7574
2166	225324.8539
2167	225280.1474
2168	225239.5614
2169	225206.9859
2170	225157.927
2171	225124.1116
2172	225098.0774
2173	225042.3197
2174	224995.6375
2175	224948.2274
2176	224902.5377
2177	224847.9735
2178	224805.1179
2179	224775.8167
2180	224761.9617
2181	224713.2526
2182	224679.4555
2183	224629.7917
2184	224601.9455
2185	224555.6766
2186	224510.6443
2187	224464.7927
2188	224435.0227
2189	224394.0242
2190	224357.166
2191	224310.7471
2192	224279.2407
2193	224258.5587
2194	224205.5691
2195	224143.9587
2196	224107.1683
2197	224069.1129
2198	224020.321
2199	223969.1153
2200	223954.3858
2201	223926.3842
2202	223893.2507
2203	223845.4202
2204	223813.8786
2205	223783.4722
2206	223755.6506
2207	223700.7883
2208	223681.61
2209	223638.977
2210	223598.9877
2211	223572.7753
2212	223535.4338
2213	223534.7738
2214	223497.6175
2215	223450.6142
2216	223409.7436
2217	223390.1706
2218	223355.4027
2219	223314.6082
2220	223258.8935
2221	223221.6899
2222	223219.5572
2223	223194.53
2224	223148.3293
2225	223115.0455
2226	223083.7822
2227	223029.6027
2228	222989.8925
2229	222966.5925
2230	222917.9249
2231	222873.5795
2232	222837.3815
2233	222796.5214
2234	222773.4099
2235	222733.4906
2236	222711.7725
2237	222685.7654
2238	222661.5248
2239	222640.6068
2240	222592.9051
2241	222541.0853
2242	222516.8007
2243	222492.1812
2244	222456.6663
2245	222412.8377
2246	222374.5559
2247	222324.2927
2248	222295.9107
2249	222255.0563
2250	222219.1338
2251	222165.7444
2252	222139.656
2253	222099.6791
2254	222049.3789
2255	222015.1338
2256	221966.0503
2257	221928.7127
2258	221887.4473
2259	221864.6061
2260	221826.4237
2261	221796.6044
2262	221771.9494
2263	221748.4858
2264	221719.5882
2265	221669.9573
2266	221635.5169
2267	221590.3389
2268	221548.9461
2269	221530.8216
2270	221508.2281
2271	221463.1073
2272	221457.9306
2273	221418.7362
2274	221391.1171
2275	221331.1803
2276	221299.4205
2277	221259.9759
2278	221215.8498
2279	221194.7481
2280	221169.3002
2281	221132.8726
2282	221088.9259
2283	221057.3153
2284	221017.022
2285	220956.6409
2286	220911.2316
2287	220879.0252
2288	220852.1928
2289	220806.6938
2290	220768.8548
2291	220744.7061
2292	220713.8031
2293	220689.7599
2294	220646.0743
2295	220610.5099
2296	220580.3572
2297	220539.2951
2298	220504.9393
2299	220475.5029
2300	220444.6931
2301	220436.2804
2302	220407.7498
2303	220377.6236
2304	220338.0063
2305	220307.2262
2306	220298.176
2307	220265.2549
2308	220229.7625
2309	220195.1288
2310	220152.7287
2311	220120.6042
2312	220089.2321
2313	220062.106
2314	220043.0062
2315	219991.2989
2316	219965.4659
2317	219923.9991
2318	219901.9373
2319	219873.2783
2320	219837.4687
2321	219828.6869
2322	219796.0207
2323	219735.3624
2324	219677.0796
2325	219658.742
2326	219642.888
2327	219599.0745
2328	219552.4712
2329	219521.8155
2330	219473.5801
2331	219449.7956
2332	219404.2161
2333	219347.3255
2334	219311.2615
2335	219278.0878
2336	219236.8362
2337	219201.5901
2338	219162.0346
2339	219129.359
2340	219092.4546
2341	219060.232
2342	219035.823
2343	218995.4365
2344	218958.5332
2345	218927.2459
2346	218898.4715
2347	218873.5122
2348	218815.8649
2349	218773.005
2350	218749.0151
2351	218716.0224
2352	218685.6996
2353	218648.9862
2354	218601.1773
2355	218558.6368
2356	218521.8769
2357	218481.5064
2358	218450.0528
2359	218426.4713
2360	218383.7971
2361	218342.3643
2362	218315.2026
2363	218276.7599
2364	218251.7749
2365	218224.5362
2366	218194.1776
2367	218165.379
2368	218139.5912
2369	218130.1756
2370	218074.692
2371	218046.9308
2372	218019.5229
2373	217979.7355
2374	217932.3797
2375	217899.3421
2376	217873.5167
2377	217828.4057
2378	217791.8716
2379	217737.8861
2380	217707.8704
2381	217680.4887
2382	217645.1011
2383	217619.503
2384	217581.0077
2385	217559.6996
2386	217546.1705
2387	217499.1098
2388	217469.7691
2389	217419.4176
2390	217397.9945
2391	217369.9652
2392	217339.4601
2393	217315.13
2394	217260.5804
2395	217223.5079
2396	217215.9061
2397	217183.1473
2398	217136.0192
2399	217086.6083
2400	217037.9889
2401	216996.2235
2402	216971.6204
2403	216958.0506
2404	216926.8655
2405	216896.502
2406	216860.8836
2407	216825.7835
2408	216801.0035
2409	216771.0106
2410	216728.8763
2411	216697.8839
2412	216674.6087
2413	216642.7186
2414	216605.4524
2415	216555.0014
2416	216529.7122
2417	216504.9753
2418	216478.7507
2419	216459.9203
2420	216421.7326
2421	216388.3106
2422	216367.4653
2423	216315.9685
2424	216298.887
2425	216265.5955
2426	216234.2339
2427	216213.8002
2428	216165.7556
2429	216113.5523
2430	216076.3453
2431	216049.5136
2432	216021.6276
2433	215998.1658
2434	215987.6887
2435	215939.8289
2436	215898.1322
2437	215853.3637
2438	215824.6939
2439	215807.4315
2440	215787.9337
2441	215747.438
2442	215714.8709
2443	215687.5793
2444	215664.4906
2445	215642.644
2446	215604.2241
2447	215563.1545
2448	215559.7511
2449	215526.7993
2450	215496.8068
2451	215437.704
2452	215419.8095
2453	215385.9368
2454	215341.5093
2455	215313.3935
2456	215294.0289
2457	215256.6539
2458	215222.6256
2459	215188.3244
2460	215152.1751
2461	215113.4515
2462	215088.1122
2463	215040.6111
2464	214995.9574
2465	214968.5161
2466	214922.1186
2467	214867.3907
2468	214837.0641
2469	214789.2362
2470	214743.1788
2471	214701.6266
2472	214666.1976
2473	214640.1326
2474	214594.8587
2475	214540.6602
2476	214502.8792
2477	214475.8529
2478	214429.2032
2479	214400.3087
2480	214386.128
2481	214332.9056
2482	214310.2886
2483	214277.5461
2484	214236.0254
2485	214189.6084
2486	214162.6796
2487	214129.7616
2488	214116.1332
2489	214083.4075
2490	214066.3485
2491	214028.3142
2492	213989.0974
2493	213957.0655
2494	213909.2613
2495	213885.9639
2496	213875.2585
2497	213852.0643
2498	213818.1039
2499	213807.9714
2500	213771.5582
2501	213740.0976
2502	213705.6907
2503	213678.7693
2504	213653.8711
2505	213625.1518
2506	213599.7619
2507	213555.7286
2508	213534.1048
2509	213514.2193
2510	213466.3397
2511	213434.5465
2512	213408.876
2513	213408.5004
2514	213376.0535
2515	213341.0964
2516	213305.9446
2517	213281.0128
2518	213238.5414
2519	213231.8614
2520	213179.9292
2521	213157.9037
2522	213136.5609
2523	213105.6412
2524	213064.8855
2525	213033.7089
2526	212999.6632
2527	212966.574
2528	212938.1439
2529	212899.3771
2530	212872.213
2531	212825.2643
2532	212809.6613
2533	212788.9292
2534	212761.0667
2535	212705.0189
2536	212685.5002
2537	212660.4003
2538	212613.2733
2539	212580.61
2540	212548.5009
2541	212516.322
2542	212478.9276
2543	212460.0724
2544	212437.3523
2545	212414.8576
2546	212372.6747
2547	212357.3423
2548	212311.5501
2549	212268.7999
2550	212252.7799
2551	212216.683
2552	212187.5217
2553	212148.1171
2554	212121.0497
2555	212073.5761
2556	212040.0966
2557	212027.4507
2558	211999.4915
2559	211966.4308
2560	211944.0902
2561	211917.8407
2562	211896.4762
2563	211866.333
2564	211831.9767
2565	211803.3641
2566	211768.5302
2567	211726.6546
2568	211699.1439
2569	211670.1595
2570	211634.6867
2571	211600.2574
2572	211565.0856
2573	211528.9947
2574	211479.2467
2575	211455.3694
2576	211418.8097
2577	211378.9343
2578	211349.9713
2579	211312.8906
2580	211284.5566
2581	211233.9795
2582	211214.2951
2583	211171.592
2584	211137.6531
2585	211105.2148
2586	211074.7956
2587	211044.5561
2588	211027.1073
2589	211008.7929
2590	210970.3246
2591	210934.4073
2592	210906.3619
2593	210861.8577
2594	210831.9171
2595	210783.7867
2596	210749.9859
2597	210701.8277
2598	210681.1722
2599	210661.3319
2600	210639.6373
2601	210611.1142
2602	210573.8052
2603	210547.5017
2604	210528.6791
2605	210492.3359
2606	210459.9779
2607	210422.1694
2608	210398.564
2609	210378.2769
2610	210351.5286
2611	210316.0798
2612	210271.6654
2613	210250.5004
2614	210236.143
2615	210207.7585
2616	210166.0203
2617	210137.8265
2618	210100.1887
2619	210063.181
2620	210021.9053
2621	210011.6147
2622	209974.1577
2623	209935.2689
2624	209889.852
2625	209847.1515
2626	209829.0978
2627	209796.4976
2628	209772.0567
2629	209731.7836
2630	209694.2017
2631	209668.9175
2632	209640.5882
2633	209615.8953
2634	209602.5184
2635	209567.7402
2636	209537.2827
2637	209516.8809
2638	209487.3765
2639	209447.7063
2640	209414.2477
2641	209391.9606
2642	209348.4097
2643	209316.225
2644	209312.8438
2645	209290.4517
2646	209261.1312
2647	209235.1926
2648	209192.9039
2649	209146.1581
2650	209111.9655
2651	209085.7081
2652	209058.7365
2653	209031.8726
2654	209014.0988
2655	208973.6893
2656	208952.5413
2657	208920.2269
2658	208894.849
2659	208879.4725
2660	208845.4034
2661	208822.558
2662	208792.6552
2663	208760.6547
2664	208727.1233
2665	208713.9383
2666	208693.3531
2667	208662.8758
2668	208632.3112
2669	208607.7306
2670	208591.4239
2671	208553.0535
2672	208520.4358
2673	208482.6433
2674	208453.2236
2675	208427.8717
2676	208394.3484
2677	208366.5625
2678	208339.9044
2679	208300.1844
2680	208264.5359
2681	208233.9905
2682	208191.5063
2683	208165.9596
2684	208136.0219
2685	208112.8607
2686	208091.2435
2687	208056.0612
2688	208024.5398
2689	207978.0412
2690	207967.9858
2691	207932.977
2692	207917.0456
2693	207895.7068
2694	207860.1658
2695	207820.2069
2696	207781.9397
2697	207754.274
2698	207715.9014
2699	207687.5381
2700	207652.4951
2701	207610.9426
2702	207588.235
2703	207555.4598
2704	207514.258
2705	207479.0055
2706	207460.8309
2707	207440.8604
2708	207416.3431
2709	207384.4593
2710	207349.2992
2711	207331.0614
2712	207309.175
2713	207269.6716
2714	207235.5834
2715	207199.2425
2716	207168.4792
2717	207132.5497
2718	207114.0297
2719	207089
2720	207047.3855
2721	207016.3092
2722	206993.71
2723	206971.0968
2724	206941.3482
2725	206909.9862
2726	206873.5345
2727	206837.4907
2728	206806.9921
2729	206777.8628
2730	206745.8377
2731	206717.8775
2732	206703.3892
2733	206656.8791
2734	206625.2415
2735	206594.7924
2736	206582.6493
2737	206547.6179
2738	206519.6836
2739	206481.8833
2740	206449.2656
2741	206416.0922
2742	206377.837
2743	206338.6305
2744	206303.4756
2745	206282.9412
2746	206259.518
2747	206232.5563
2748	206224.5207
2749	206207.8302
2750	206176.8426
2751	206146.1766
2752	206099.925
2753	206072.0522
2754	206042.5728
2755	206015.5701
2756	205978.5439
2757	205977.5815
2758	205948.3496
2759	205911.2269
2760	205882.8616
2761	205860.79
2762	205838.9369
2763	205812.2087
2764	205790.2416
2765	205757.7914
2766	205720.3622
2767	205686.7884
2768	205657.5431
2769	205623.6569
2770	205589.4119
2771	205557.8209
2772	205528.3962
2773	205501.427
2774	205472.1724
2775	205431.4461
2776	205410.2919
2777	205394.1986
2778	205360.4715
2779	205323.1766
2780	205292.9737
2781	205278.5883
2782	205247.2599
2783	205212.2441
2784	205188.26
2785	205156.6545
2786	205135.7434
2787	205126.5492
2788	205109.235
2789	205090.5953
2790	205063.5206
2791	205035.8531
2792	204999.667
2793	204980.2123
2794	204955.5983
2795	204931.3197
2796	204887.2372
2797	204870.8818
2798	204848.4911
2799	204834.5606
2800	204810.1175
2801	204769.0851
2802	204750.9104
2803	204714.3337
2804	204667.0984
2805	204645.5353
2806	204614.5044
2807	204598.081
2808	204570.6626
2809	204543.3568
2810	204520.1262
2811	204476.953
2812	204449.0021
2813	204420.8638
2814	204391.2826
2815	204354.1765
2816	204330.0329
2817	204300.3848
2818	204276.5675
2819	204247.63
2820	204228.1257
2821	204199.2338
2822	204166.2875
2823	204137.0709
2824	204129.598
2825	204093.3639
2826	204067.61
2827	204030.6628
2828	204009.7847
2829	203980.7679
2830	203955.817
2831	203928.6551
2832	203903.7197
2833	203875.3011
2834	203838.4385
2835	203797.4845
2836	203767.5216
2837	203743.12
2838	203713.6934
2839	203669.8422
2840	203642.4478
2841	203629.974
2842	203598.1526
2843	203574.9982
2844	203555.1041
2845	203523.9324
2846	203491.6401
2847	203471.5733
2848	203442.1463
2849	203413.9211
2850	203378.6081
2851	203347.7313
2852	203327.7287
2853	203304.2325
2854	203294.0254
2855	203271.1105
2856	203241.7956
2857	203213.9821
2858	203192.9701
2859	203169.1753
2860	203140.9723
2861	203108.1922
2862	203087.6493
2863	203057.7211
2864	203027.2479
2865	203000.6496
2866	202960.5781
2867	202907.7677
2868	202878.4288
2869	202854.3016
2870	202831.1838
2871	202801.1385
2872	202775.7566
2873	202737.8161
2874	202724.492
2875	202696.2335
2876	202647.0581
2877	202614.0466
2878	202590.2284
2879	202579.0902
2880	202548.6799
2881	202509.1844
2882	202472.3396
2883	202448.4989
2884	202443.125
2885	202414.1722
2886	202408.121
2887	202388.225
2888	202367.5311
2889	202344.5899
2890	202321.9186
2891	202288.1235
2892	202253.6916
2893	202214.5814
2894	202193.2604
2895	202183.1773
2896	202140.2112
2897	202110.0183
2898	202085.8603
2899	202058.9595
2900	202036.4027
2901	202011.9007
2902	201972.6028
2903	201944.9842
2904	201905.3006
2905	201887.5194
2906	201856.7956
2907	201825.2377
2908	201795.0334
2909	201760.2586
2910	201728.8174
2911	201700.466
2912	201682.0133
2913	201649.788
2914	201624.2164
2915	201588.7596
2916	201570.5742
2917	201530.6552
2918	201512.5382
2919	201472.0622
2920	201453.7262
2921	201421.8127
2922	201409.24
2923	201383.4887
2924	201344.1373
2925	201313.1911
2926	201288.2037
2927	201261.5094
2928	201238.8048
2929	201203.5901
2930	201181.7864
2931	201131.3101
2932	201123.8132
2933	201093.7085
2934	201074.6195
2935	201037.1574
2936	201009.5723
2937	200985.2372
2938	200950.0393
2939	200913.0444
2940	200896.1595
2941	200869.2719
2942	200839.9613
2943	200818.5729
2944	200789.998
2945	200761.8424
2946	200745.6461
2947	200720.344
2948	200695.9821
2949	200677.2088
2950	200646.0774
2951	200613.7624
2952	200586.7969
2953	200555.5013
2954	200527.565
2955	200506.1464
2956	200480.843
2957	200443.059
2958	200411.7971
2959	200383.4294
2960	200362.3395
2961	200333.6643
2962	200308.5094
2963	200291.2366
2964	200271.6677
2965	200220.7645
2966	200190.012
2967	200157.9126
2968	200119.3878
2969	200095.5836
2970	200076.7483
2971	200047.018
2972	200017.4314
2973	199980.6697
2974	199955.4356
2975	199920.0798
2976	199892.9246
2977	199859.9487
2978	199831.328
2979	199815.5141
2980	199785.4375
2981	199775.1534
2982	199746.9934
2983	199737.7047
2984	199714.2964
2985	199692.8425
2986	199664.5136
2987	199654.1986
2988	199631.8159
2989	199608.4559
2990	199570.9838
2991	199544.6794
2992	199511.166
2993	199491.9141
2994	199476.8221
2995	199451.1976
2996	199411.7416
2997	199381.8232
2998	199352.5049
2999	199325.3523
3000	199305.7944
3001	199288.9255
3002	199254.0297
3003	199227.5004
3004	199186.4552
3005	199178.5096
3006	199171.9837
3007	199143.1744
3008	199131.5174
3009	199094.1859
3010	199089.4539
3011	199067.8548
3012	199034.0953
3013	198997.4636
3014	198973.9157
3015	198947.2882
3016	198904.611
3017	198862.9852
3018	198846.7253
3019	198818.8011
3020	198784.6904
3021	198761.3055
3022	198729.6824
3023	198716.4975
3024	198689.5888
3025	198668.6802
3026	198642.2484
3027	198620.5709
3028	198589.8711
3029	198566.4446
3030	198540.5178
3031	198514.7567
3032	198488.1714
3033	198463.62
3034	198444.7411
3035	198407.9602
3036	198388.6386
3037	198373.7807
3038	198354.1319
3039	198322.164
3040	198299.8065
3041	198267.1371
3042	198240.0913
3043	198219.8497
3044	198191.5037
3045	198159.8185
3046	198117.6577
3047	198095.4987
3048	198065.5485
3049	198044.3447
3050	198028.6406
3051	198005.1172
3052	197968.7915
3053	197948.5199
3054	197922.2629
3055	197890.6091
3056	197854.4973
3057	197829.7975
3058	197799.2694
3059	197754.7603
3060	197730.284
3061	197701.0473
3062	197680.2796
3063	197659.9353
3064	197645.28
3065	197617.3301
3066	197586.3608
3067	197561.2381
3068	197536.7169
3069	197500.414
3070	197479.6415
3071	197455.0471
3072	197422.7012
3073	197398.1413
3074	197361.1474
3075	197337.5423
3076	197318.5308
3077	197299.6236
3078	197280.033
3079	197253.5264
3080	197227.7184
3081	197197.6473
3082	197173.6167
3083	197151.0731
3084	197123.3808
3085	197102.7902
3086	197099.214
3087	197071.2932
3088	197035.3553
3089	197009.1044
3090	196989.4382
3091	196965.7321
3092	196949.3074
3093	196912.9177
3094	196889.5869
3095	196860.2088
3096	196835.1744
3097	196813.7858
3098	196798.4306
3099	196782.6583
3100	196750.9053
3101	196737.2676
3102	196727.9779
3103	196712.4045
3104	196694.3373
3105	196669.8208
3106	196647.6654
3107	196621.8981
3108	196595.0709
3109	196577.5095
3110	196552.909
3111	196521.6528
3112	196487.683
3113	196454.657
3114	196450.4462
3115	196426.1962
3116	196394.5255
3117	196368.8309
3118	196342.8593
3119	196316.9109
3120	196281.2157
3121	196256.2661
3122	196238.1859
3123	196198.855
3124	196178.9697
3125	196167.3148
3126	196139.6142
3127	196115.3999
3128	196088.0325
3129	196059.3886
3130	196038.8762
3131	196009.561
3132	195977.2561
3133	195955.3853
3134	195919.9843
3135	195898.8086
3136	195875.151
3137	195849.5687
3138	195822.0272
3139	195789.6741
3140	195761.5183
3141	195739.2867
3142	195707.1792
3143	195692.7251
3144	195664.4294
3145	195647.7053
3146	195626.3755
3147	195605.4099
3148	195588.3737
3149	195556.4435
3150	195529.9137
3151	195508.4694
3152	195478.1522
3153	195448.8123
3154	195415.6143
3155	195383.3494
3156	195359.2859
3157	195357.2883
3158	195348.2309
3159	195319.9561
3160	195289.6245
3161	195272.7364
3162	195246.7649
3163	195224.7008
3164	195195.5974
3165	195161.8255
3166	195132.1519
3167	195102.528
3168	195070.8056
3169	195036.9696
3170	195012.6229
3171	194979.1232
3172	194938.9203
3173	194917.5641
3174	194883.8109
3175	194875.7156
3176	194851.853
3177	194831.9621
3178	194798.4777
3179	194780.0491
3180	194757.6592
3181	194735.7046
3182	194718.6837
3183	194700.7508
3184	194662.5307
3185	194644.4727
3186	194616.2084
3187	194597.4815
3188	194576.8225
3189	194563.6795
3190	194536.8249
3191	194506.1596
3192	194473.6702
3193	194447.0308
3194	194414.3272
3195	194401.4492
3196	194378.8092
3197	194359.9853
3198	194334.0774
3199	194315.0089
3200	194290.7362
3201	194280.6953
3202	194254.9902
3203	194227.1783
3204	194194.3803
3205	194174.9013
3206	194147.1076
3207	194126.9476
3208	194098.8841
3209	194072.6212
3210	194040.6856
3211	194011.286
3212	194001.4237
3213	193970.1656
3214	193943.0097
3215	193903.668
3216	193884.0996
3217	193854.4399
3218	193828.338
3219	193810.8525
3220	193782.7269
3221	193765.3722
3222	193742.1036
3223	193715.429
3224	193676.6967
3225	193644.1422
3226	193623.5124
3227	193592.9044
3228	193585.6272
3229	193558.1169
3230	193537.0135
3231	193511.5808
3232	193490.8268
3233	193468.2673
3234	193431.3796
3235	193419.0811
3236	193393.8156
3237	193369.832
3238	193351.7991
3239	193331.7713
3240	193305.3731
3241	193275.9192
3242	193237.2755
3243	193206.1425
3244	193175.6803
3245	193150.6466
3246	193140.5971
3247	193129.018
3248	193092.4518
3249	193080.6
3250	193061.091
3251	193024.3627
3252	193011.8279
3253	192980.6484
