iter	RMSE
564	335256.5395
565	335098.3774
566	335008.9219
567	334837.5832
568	334710.5793
569	334635.7526
570	334454.5904
571	334302.5636
572	334161.98
573	334021.953
574	333929.3474
575	333802.8874
576	333576.1082
577	333399.0318
578	333146.681
579	332982.7676
580	332920.6453
581	332787.9257
582	332608.7348
583	332479.7786
584	332274.6967
585	332189.5083
586	332045.127
587	331949.1573
588	331851.2273
589	331789.2406
590	331671.1524
591	331565.8643
592	331415.1129
593	331295.1128
594	331127.8053
595	330970.8367
596	330756.2177
597	330642.4089
598	330498.38
599	330245.516
600	330000.5591
601	329894.7016
602	329766.5722
603	329600.5153
604	329465.4356
605	329356.5666
606	329287.4888
607	329118.335
608	328957.5223
609	328806.5154
610	328689.2695
611	328461.4554
612	328289.3087
613	328121.4969
614	327922.4124
615	327766.8648
616	327612.3687
617	327496.8148
618	327382.4774
619	327242.5215
620	327160.9839
621	327032.1783
622	326904.3456
623	326803.6432
624	326621.327
625	326557.2716
626	326412.5957
627	326240.1872
628	326152.5029
629	326040.9347
630	325870.2245
631	325716.0654
632	325568.0287
633	325442.0518
634	325314.1913
635	325182.9846
636	325009.748
637	324822.657
638	324691.1396
639	324572.2525
640	324460.4859
641	324361.2855
642	324311.657
643	324163.8844
644	323996.3385
645	323861.8932
646	323727.667
647	323631.8635
648	323512.1686
649	323407.4295
650	323243.1015
651	323087.956
652	322981.0782
653	322869.6234
654	322732.494
655	322593.2423
656	322422.9855
657	322304.5849
658	322163.2328
659	322048.7625
660	321996.3377
661	321868.3188
662	321724.898
663	321570.9837
664	321441.6206
665	321315.842
666	321204.7144
667	321086.8745
668	320915.3509
669	320781.232
670	320773.9774
671	320660.8346
672	320526.5161
673	320337.9354
674	320252.2228
675	320143.8155
676	319971.5454
677	319851.8244
678	319757.3504
679	319570.7316
680	319434.1323
681	319289.1187
682	319098.1041
683	318953.2148
684	318871.5969
685	318732.2541
686	318580.1308
687	318512.9652
688	318446.4291
689	318313.8672
690	318194.7502
691	318025.1146
692	317918.4038
693	317772.1005
694	317665.5819
695	317543.0427
696	317439.5214
697	317247.7953
698	317119.549
699	317037.1615
700	316930.9212
701	316906.5983
702	316771.2652
703	316679.8271
704	316549.0832
705	316434.4655
706	316272.2886
707	316182.0654
708	316065.456
709	315879.1874
710	315813.3976
711	315732.052
712	315551.9943
713	315463.7308
714	315348.1748
715	315207.1399
716	315092.8237
717	315014.5946
718	314874.1423
719	314796.5957
720	314668.7069
721	314566.2006
722	314492.5057
723	314365.3406
724	314206.9328
725	314141.2764
726	314045.2698
727	313933.5064
728	313766.1505
729	313728.118
730	313631.2139
731	313552.9318
732	313411.9775
733	313294.3905
734	313129.9467
735	313052.1036
736	313033.0492
737	312916.9068
738	312709.6521
739	312583.155
740	312472.357
741	312357.7322
742	312213.7847
743	312145.9529
744	312042.6904
745	311945.1048
746	311822.4332
747	311688.8033
748	311617.9859
749	311607.4747
750	311522.7112
751	311395.8178
752	311246.7423
753	311125.529
754	310990.9802
755	310885.7218
756	310776.2781
757	310644.0189
758	310578.5419
759	310497.1311
760	310395.0222
761	310301.9996
762	310231.6825
763	310078.425
764	309939.6675
765	309900.3467
766	309810.4609
767	309685.8905
768	309604.269
769	309512.9325
770	309336.4419
771	309283.7852
772	309186.9208
773	309106.3995
774	309089.3139
775	308998.0014
776	308967.3153
777	308839.275
778	308777.1858
779	308659.3263
780	308495.1727
781	308388.8851
782	308361.1426
783	308250.3551
784	308199.814
785	308077.2095
786	308022.6031
787	307887.4522
788	307755.1714
789	307693.5106
790	307556.5697
791	307431.7275
792	307291.8369
793	307217.2175
794	307133.9805
795	307075.9111
796	306939.1337
797	306816.5313
798	306701.5124
799	306628.4114
800	306483.0869
801	306350.1167
802	306261.5521
803	306114.1673
804	306014.5124
805	305896.8212
806	305764.8537
807	305661.7188
808	305537.2022
809	305432.5209
810	305319.3384
811	305213.5567
812	305072.3501
813	304977.2327
814	304879.0986
815	304738.4053
816	304596.3189
817	304507.8795
818	304400.896
819	304300.0102
820	304135.922
821	304029.0703
822	303941.7876
823	303805.5047
824	303731.6602
825	303627.3075
826	303502.9816
827	303405.6174
828	303285.7455
829	303222.7587
830	303128.1098
831	303043.2753
832	302919.2742
833	302834.0789
834	302781.0194
835	302647.6541
836	302552.4757
837	302503.1814
838	302422.9955
839	302330.2906
840	302168.2862
841	302015.1845
842	301907.2067
843	301857.4716
844	301764.8455
845	301668.1805
846	301585.5537
847	301510.6493
848	301413.0377
849	301310.6371
850	301173.1756
851	301108.7977
852	301015.6135
853	300910.2318
854	300846.0203
855	300729.7138
856	300617.8851
857	300512.6286
858	300440.2309
859	300322.0469
860	300233.4829
861	300188.5662
862	300057.2021
863	299922.1862
864	299816.032
865	299697.9544
866	299622.9382
867	299579.2525
868	299489.106
869	299358.9844
870	299224.9656
871	299078.4903
872	298957.2871
873	298837.0864
874	298739.8581
875	298649.7519
876	298553.1141
877	298486.5375
878	298388.3152
879	298273.1479
880	298202.0677
881	298072.0187
882	297990.8893
883	297905.9421
884	297760.0555
885	297682.0958
886	297574.2579
887	297420.0292
888	297335.6892
889	297242.67
890	297190.6171
891	297111.1765
892	297018.19
893	296976.0129
894	296884.0119
895	296837.9963
896	296790.6723
897	296717.4498
898	296649.6859
899	296569.2014
900	296453.9312
901	296445.2691
902	296370.1297
903	296283.42
904	296203.0846
905	296134.3861
906	296017.2631
907	295891.5518
908	295805.3547
909	295672.8197
910	295599.9938
911	295531.1703
912	295464.3665
913	295293.6217
914	295201.5546
915	295136.4892
916	295024.5133
917	294962.0189
918	294886.2779
919	294771.0549
920	294731.6018
921	294658.7861
922	294575.0953
923	294455.9227
924	294419.2886
925	294334.3363
926	294234.825
927	294163.1285
928	294017.7928
929	293918.5634
930	293847.9692
931	293709.819
932	293638.6856
933	293566.8411
934	293494.4558
935	293366.8383
936	293287.7181
937	293156.4955
938	293078.5426
939	292985.801
940	292897.6678
941	292774.759
942	292677.9861
943	292582.5984
944	292486.002
945	292401.9223
946	292353.6489
947	292255.8443
948	292182.0521
949	292079.9323
950	292003.4475
951	291941.3181
952	291882.812
953	291746.2213
954	291643.7334
955	291577.0516
956	291460.2573
957	291353.3994
958	291240.6395
959	291188.1153
960	291115.7682
961	291033.5959
962	290976.6159
963	290906.0232
964	290834.103
965	290763.3083
966	290658.1656
967	290553.765
968	290430.801
969	290340.3
970	290257.966
971	290180.0938
972	290092.1431
973	290006.7327
974	289900.5408
975	289812.5107
976	289742.7277
977	289629.9076
978	289553.8058
979	289486.5088
980	289380.6969
981	289316.8996
982	289246.1314
983	289142.2627
984	289079.9974
985	289009.7445
986	288945.5261
987	288884.7066
988	288776.7116
989	288705.0166
990	288642.2651
991	288540.7469
992	288484.5562
993	288403.3335
994	288329.8697
995	288251.2972
996	288192.0477
997	288108.4007
998	288002.5812
999	287930.5679
1000	287840.0097
1001	287754.9316
1002	287685.415
1003	287612.1736
1004	287537.9968
1005	287470.6862
1006	287339.8789
1007	287261.7131
1008	287170.1099
1009	287098.1519
1010	287030.1734
1011	286946.5208
1012	286846.2783
1013	286783.7006
1014	286706.2138
1015	286647.6679
1016	286592.1389
1017	286464.4734
1018	286411.3419
1019	286340.0011
1020	286281.2458
1021	286178.3163
1022	286110.3457
1023	285987.2778
1024	285922.7288
1025	285854.8737
1026	285753.5492
1027	285688.6445
1028	285594.1883
1029	285527.8357
1030	285439.4462
1031	285322.6035
1032	285227.9769
1033	285149.0963
1034	285058.0492
1035	285005.9706
1036	284923.9581
1037	284837.538
1038	284774.7894
1039	284726.7651
1040	284602.3802
1041	284512.9341
1042	284385.6516
1043	284335.9643
1044	284264.6043
1045	284196.116
1046	284132.8968
1047	284081.0486
1048	283996.5677
1049	283931.9439
1050	283847.1416
1051	283800.9683
1052	283732.1614
1053	283683.4575
1054	283635.1777
1055	283578.4301
1056	283511.0304
1057	283449.8773
1058	283391.7795
1059	283279.8857
1060	283227.9195
1061	283171.5691
1062	283050.3783
1063	282973.9468
1064	282901.5036
1065	282791.7548
1066	282734.4395
1067	282644.0966
1068	282587.0763
1069	282472.2422
1070	282393.0134
1071	282246.895
1072	282190.9128
1073	282083.6823
1074	281980.3372
1075	281934.9079
1076	281868.6502
1077	281824.0877
1078	281699.3975
1079	281645.3722
1080	281531.9382
1081	281454.3833
1082	281360.3519
1083	281286.8359
1084	281205.5678
1085	281099.4004
1086	281033.8387
1087	280957.5546
1088	280890.3366
1089	280803.9232
1090	280754.6681
1091	280694.7215
1092	280599.7072
1093	280537.3375
1094	280487.649
1095	280378.0681
1096	280285.2154
1097	280180.1401
1098	280075.6372
1099	280012.9997
1100	279954.4818
1101	279875.1776
1102	279769.6443
1103	279712.474
1104	279612.5418
1105	279549.1692
1106	279469.3461
1107	279389.1655
1108	279335.9984
1109	279243.5511
1110	279189.8023
1111	279134.7183
1112	279082.0697
1113	278986.0229
1114	278909.8282
1115	278812.7509
1116	278771.9642
1117	278643.5308
1118	278569.7737
1119	278487.1039
1120	278419.9314
1121	278344.5606
1122	278241.0629
1123	278142.1981
1124	278084.955
1125	278030.7177
1126	277976.8229
1127	277890.6056
1128	277829.4702
1129	277782.4176
1130	277689.0483
1131	277619.2672
1132	277565.3203
1133	277495.7723
1134	277400.1296
1135	277305.2495
1136	277237.9738
1137	277176.9242
1138	277136.3827
1139	277089.1343
1140	277036.0078
1141	276983.2309
1142	276926.1516
1143	276839.6012
1144	276734.6968
1145	276647.5717
1146	276579.5627
1147	276482.6983
1148	276423.4887
1149	276369.1443
1150	276305.4445
1151	276237.7479
1152	276172.8925
1153	276100.4976
1154	276051.3472
1155	275955.8316
1156	275858.6442
1157	275781.2462
1158	275723.2825
1159	275667.6161
1160	275582.2453
1161	275495.7044
1162	275433.3908
1163	275388.9446
1164	275330.4915
1165	275247.3379
1166	275170.154
1167	275105.8104
1168	275050.2378
1169	274998.7301
1170	274930.5168
1171	274849.4851
1172	274801.3935
1173	274734.8431
1174	274694.8188
1175	274604.6517
1176	274497.2526
1177	274448.6398
1178	274405.1462
1179	274318.9888
1180	274257.8149
1181	274222.0905
1182	274170.4524
1183	274095.1501
1184	274046.2845
1185	273950.6024
1186	273883.7187
1187	273807.3547
1188	273756.5926
1189	273657.7628
1190	273601.2123
1191	273520.8529
1192	273455.7667
1193	273412.5076
1194	273356.098
1195	273321.6255
1196	273220.3294
1197	273122.5265
1198	273041.6373
1199	272947.0698
1200	272903.7616
1201	272811.195
1202	272724.1877
1203	272671.2701
1204	272616.9294
1205	272532.2267
1206	272497.2469
1207	272436.6719
1208	272336.8157
1209	272262.8242
1210	272215.6501
1211	272159.0003
1212	272094.2207
1213	272053.4708
1214	272015.2906
1215	271944.1925
1216	271830.9932
1217	271790.3166
1218	271734.894
1219	271667.5317
1220	271616.6148
1221	271549.2072
1222	271493.6789
1223	271443.1987
1224	271344.6592
1225	271261.002
1226	271185.7259
1227	271130.8649
1228	271052.8425
1229	271005.3709
1230	270936.5597
1231	270871.6761
1232	270763.7768
1233	270666.1789
1234	270623.296
1235	270573.6914
1236	270494.5751
1237	270452.1364
1238	270369.9607
1239	270300.0626
1240	270204.6055
1241	270158.4531
1242	270106.5236
1243	270020.7037
1244	269965.844
1245	269921.7259
1246	269843.5832
1247	269739.6767
1248	269688.4426
1249	269622.4119
1250	269571.5876
1251	269514.3169
1252	269479.9455
1253	269431.4409
1254	269341.2208
1255	269252.24
1256	269148.3313
1257	269108.4864
1258	269049.2713
1259	268980.7626
1260	268916.2409
1261	268880.6328
1262	268773.4412
1263	268707.0912
1264	268623.5414
1265	268576.7255
1266	268516.0231
1267	268460.1759
1268	268353.1234
1269	268296.3513
1270	268258.5209
1271	268213.2215
1272	268145.8185
1273	268085.1246
1274	268052.9687
1275	267980.0547
1276	267929.7385
1277	267876.244
1278	267808.0032
1279	267750.8685
1280	267658.4368
1281	267585.8221
1282	267515.0383
1283	267439.0979
1284	267386.4608
1285	267307.7185
1286	267261.2992
1287	267228.5211
1288	267152.9413
1289	267114.098
1290	267063.0712
1291	267016.9586
1292	266983.9855
1293	266928.4833
1294	266867.4418
1295	266832.7613
1296	266779.435
1297	266749.992
1298	266675.1034
1299	266596.6107
1300	266526.2035
1301	266427.3844
1302	266404.2897
1303	266334.9079
1304	266282.542
1305	266209.5471
1306	266146.1861
1307	266104.3933
1308	266050.3485
1309	265988.0913
1310	265885.7876
1311	265841.267
1312	265798.9188
1313	265734.3931
1314	265663.2619
1315	265604.2394
1316	265553.3135
1317	265500.2596
1318	265466.4854
1319	265392.6437
1320	265287.4256
1321	265246.2317
1322	265139.3361
1323	265082.6535
1324	265035.229
1325	264957.4363
1326	264892.6706
1327	264838.2496
1328	264742.7233
1329	264677.2682
1330	264634.3104
1331	264558.7633
1332	264493.3813
1333	264377.5036
1334	264305.4693
1335	264253.3239
1336	264206.6331
1337	264155.5794
1338	264108.3423
1339	264036.9516
1340	263964.7605
1341	263902.4284
1342	263858.9006
1343	263800.7208
1344	263748.9924
1345	263715.7586
1346	263651.3299
1347	263586.7038
1348	263496.0973
1349	263453.7234
1350	263409.1489
1351	263328.3911
1352	263230.9749
1353	263187.4211
1354	263113.7039
1355	263020.9727
1356	262936.2871
1357	262907.0602
1358	262857.1158
1359	262781.8201
1360	262749.4403
1361	262700.5347
1362	262653.721
1363	262597.926
1364	262562.8046
1365	262497.9063
1366	262396.7096
1367	262341.8952
1368	262284.9409
1369	262227.9555
1370	262158.5976
1371	262129.4124
1372	262071.6629
1373	262039.7556
1374	261987.6138
1375	261927.3744
1376	261863.5264
1377	261825.2265
1378	261750.9929
1379	261682.3072
1380	261605.2009
1381	261531.2376
1382	261529.7016
1383	261502.8819
1384	261429.4702
1385	261386.2017
1386	261321.8901
1387	261280.512
1388	261220.8233
1389	261145.1609
1390	261084.0359
1391	261028.4516
1392	260989.2519
1393	260984.4325
1394	260947.4436
1395	260867.563
1396	260791.6204
1397	260727.2904
1398	260650.3672
1399	260600.1941
1400	260541.1859
1401	260490.1961
1402	260394.0603
1403	260356.2658
1404	260254.9604
1405	260214.7481
1406	260178.2761
1407	260103.835
1408	260063.7711
1409	260011.2833
1410	259993.7343
1411	259927.047
1412	259865.493
1413	259789.871
1414	259734.9758
1415	259688.0247
1416	259608.5935
1417	259552.9133
1418	259512.3627
1419	259422.435
1420	259414.4851
1421	259370.9388
1422	259285.8758
1423	259244.5696
1424	259173.8972
1425	259115.6447
1426	259024.3814
1427	258944.5145
1428	258907.6372
1429	258869.2464
1430	258811.9545
1431	258734.2503
1432	258672.3588
1433	258584.4002
1434	258529.5821
1435	258443.487
1436	258364.2174
1437	258322.9291
1438	258259.7401
1439	258199.1843
1440	258140.3619
1441	258053.7223
1442	257984.1637
1443	257935.2949
1444	257855.3638
1445	257796.3481
1446	257729.3895
1447	257659.1308
1448	257599.4561
1449	257561.4058
1450	257508.3114
1451	257471.134
1452	257424.5912
1453	257345.7301
1454	257302.3871
1455	257213.7848
1456	257157.0053
1457	257129.0014
1458	257091.1471
1459	257010.2885
1460	256968.3776
1461	256934.0555
1462	256892.5068
1463	256830.2878
1464	256760.837
1465	256691.9239
1466	256653.29
1467	256586.3878
1468	256518.8807
1469	256492.2551
1470	256445.8864
1471	256385.8492
1472	256348.0657
1473	256245.4476
1474	256178.0479
1475	256111.6061
1476	256049.7275
1477	255948.2726
1478	255898.2786
1479	255844.795
1480	255782.629
1481	255721.6294
1482	255671.8349
1483	255611.2051
1484	255579.8775
1485	255535.6044
1486	255493.342
1487	255424.0394
1488	255354.8348
1489	255293.1004
1490	255249.4744
1491	255194.899
1492	255121.7569
1493	255078.0673
1494	255053.3013
1495	255000.9843
1496	254940.975
1497	254907.9483
1498	254871.8177
1499	254802.5202
1500	254714.6521
1501	254649.4619
1502	254579.1732
1503	254506.6195
1504	254446.893
1505	254382.4523
1506	254335.1834
1507	254296.1163
1508	254257.3356
1509	254196.4078
1510	254132.3535
1511	254062.1925
1512	253999.1476
1513	253936.0669
1514	253877.6817
1515	253818.1238
1516	253772.7026
1517	253719.3031
1518	253657.4146
1519	253605.1485
1520	253532.9354
1521	253432.0805
1522	253404.0844
1523	253331.6211
1524	253297.0644
1525	253228.3942
1526	253192.4675
1527	253132.2806
1528	253071.1716
1529	253025.5479
1530	252958.5468
1531	252884.3509
1532	252843.7135
1533	252811.5759
1534	252760.8733
1535	252705.131
1536	252653.6493
1537	252602.8834
1538	252555.7468
1539	252514.0302
1540	252440.0666
1541	252414.7364
1542	252362.94
1543	252326.1203
1544	252267.8616
1545	252201.9068
1546	252137.9875
1547	252091.0551
1548	252040.2832
1549	251967.3545
1550	251910.9787
1551	251869.7385
1552	251860.7288
1553	251821.8783
1554	251764.5835
1555	251706.289
1556	251639.1368
1557	251578.4897
1558	251538.6062
1559	251455.7293
1560	251422.9665
1561	251364.1483
1562	251333.2366
1563	251303.3434
1564	251273.2794
1565	251190.3786
1566	251094.1865
1567	251062.3268
1568	251028.2424
1569	250974.2434
1570	250924.5219
1571	250923.7274
1572	250880.2363
1573	250824.5234
1574	250783.6652
1575	250750.6221
1576	250696.3737
1577	250656.7751
1578	250608.7779
1579	250585.6753
1580	250511.3484
1581	250456.3442
1582	250428.5529
1583	250381.6277
1584	250352.4278
1585	250291.1387
1586	250242.1713
1587	250173.4206
1588	250155.517
1589	250118.8287
1590	250053.3015
1591	250018.0819
1592	249971.4459
1593	249905.608
1594	249853.9015
1595	249784.8055
1596	249755.4099
1597	249703.6237
1598	249656.8951
1599	249600.8779
1600	249575.861
1601	249525.1649
1602	249485.4964
1603	249436.7821
1604	249402.529
1605	249355.0803
1606	249293.482
1607	249229.999
1608	249168.3704
1609	249121.1424
1610	249084.3028
1611	249038.3245
1612	248993.6656
1613	248945.6179
1614	248920.4376
1615	248865.1453
1616	248862.7538
1617	248827.989
1618	248787.9765
1619	248765.1277
1620	248724.3181
1621	248689.1211
1622	248638.1694
1623	248606.4832
1624	248576.4383
1625	248521.2609
1626	248474.5293
1627	248418.7752
1628	248362.8066
1629	248297.0055
1630	248255.9242
1631	248202.0391
1632	248168.1992
1633	248126.97
1634	248075.599
1635	248020.1372
1636	247964.7812
1637	247901.8439
1638	247826.8854
1639	247791.0164
1640	247772.9838
1641	247724.3071
1642	247692.182
1643	247647.9531
1644	247588.8447
1645	247527.019
1646	247467.7168
1647	247401.2518
1648	247370.9871
1649	247348.4333
1650	247283.0857
1651	247246.8542
1652	247197.086
1653	247148.5367
1654	247139.6131
1655	247089.3659
1656	247022.8536
1657	246965.3173
1658	246904.854
1659	246871.7931
1660	246791.3992
1661	246729.1608
1662	246653.7368
1663	246581.1114
1664	246527.8397
1665	246486.3899
1666	246440.9157
1667	246385.8197
1668	246345.3749
1669	246294.5974
1670	246254.3469
1671	246207.9865
1672	246165.7142
1673	246096.65
1674	246051.162
1675	246006.2158
1676	245943.1284
1677	245916.3217
1678	245872.0193
1679	245843.4338
1680	245805.7895
1681	245798.2757
1682	245763.8245
