mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,rank_train_score
1.598491382598877,0.01809042503464578,0.029716300964355468,0.001797420950322421,0.7230311876559942,0.026276132221638653,0.16356457461011642,5,4,154,0.0005684034097210145,0.04983347481602247,0.6913389933109518,"OrderedDict([('colsample_bytree', 0.7230311876559942), ('gamma', 0.026276132221638653), ('learning_rate', 0.16356457461011642), ('max_depth', 5), ('min_child_weight', 4), ('n_estimators', 154), ('reg_alpha', 0.0005684034097210145), ('reg_lambda', 0.04983347481602247), ('subsample', 0.6913389933109518)])",-603240.8766826628,-572106.8303486626,-528552.3839072523,-551781.0238550719,-544815.9704204884,-560099.4170428276,25703.533685832947,1,-289270.4392106807,-292761.71003311273,-294561.5392521298,-296401.22141354374,-292501.6155006011,-293099.30508201366,2373.697425625681,1
