mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score,rank_train_score
1.3440169493357341,0.008074298457489575,0.04103684425354004,0.0014603082111796768,0.7230311876559942,0.026276132221638653,0.16356457461011642,5,4,154,0.0005684034097210145,0.04983347481602247,0.6913389933109518,"OrderedDict([('colsample_bytree', 0.7230311876559942), ('gamma', 0.026276132221638653), ('learning_rate', 0.16356457461011642), ('max_depth', 5), ('min_child_weight', 4), ('n_estimators', 154), ('reg_alpha', 0.0005684034097210145), ('reg_lambda', 0.04983347481602247), ('subsample', 0.6913389933109518)])",-607309.8856812645,-526229.0189431352,-542534.6405518977,-558691.1817254325,35017.15869656534,1,-276198.89833124477,-283223.25110622536,-282424.25733552815,-280615.46892433276,3139.9755428135054,1
